Bewertung_ID,Klinik_ID,Name_Klinik,Bewertung_Datum,Sternebewertung,Textuelle_Bewertung,Likes
132,6,Friederikenstift Hannover,vor 2 Jahren,1,"Niemals würde ich in diesem Krankenhaus entbinden, gerade bei den 'netten' Schwestern die sich dort aufhalten...",3
133,6,Friederikenstift Hannover,vor 2 Jahren,1,"Wurde unfreundlich von einer Schwester nachhause geschickt weil ich angeblich keine Schmerzen habe.
Not Aufnahme nachts ist nicht zu empfehlen",3
134,6,Friederikenstift Hannover,vor 2 Jahren,5,"Ich war heute im Friederikenstift zum MRT, leider habe ich, da ich von der falschen Seite ins Gebäude gegangen bin, keinen Kassenautomaten für den Parkplatz gefunden. Auch an der Schranke gab es keinen. Da ich sehr krank bin und nicht laufen kann, habe ich an der Schranke um Hilfe gebeten. Eine sehr reizende Dame kam mit einem Rollstuhl und hat mich bis zur Kasse gefahren und wieder zurück! Das war wirklich meine Rettung und ich hoffe, dass mein Lob auch bei dieser Dame ankommt! Aber es spricht natürlich auch für das Haus, wenn man so eine tolle Hilfe bekommt! vielen Dank Schwester Bärbel Heimann",1
135,6,Friederikenstift Hannover,vor 2 Jahren,1,"Schreckliches Personal. Nach 5 Stunden Wartezeit, was natürlich kein Problem ist weil Notfallpatienten eingeliefert wurden, fragte ich höflich wie lange es denn noch dauern würde und ob ich wenigstens krücken zum gehen bekommen könnte. Die Antwort die ich bekam? WARTEN ODER NACH HAUSE GEHEN! So etwas Respektloses und arrogantes habe ich niegendwo zuvor gesehen. Man geht dahin damit einem geholfen wird und wird weder behandelt noch kriegt man Informationen. Die Ärzte sind klasse keine Frage aber das Personal ist einfach eklig.
Nach insgesamt 6 Stunden Wartezeit habe ich die Klinik ohne behandelt zu werden verlassen, da das Personal im hinteren Raum ihre eigene Klatsch und Tratsch Party veranstaltete.",1
136,6,Friederikenstift Hannover,vor 3 Jahren,5,"Mit dem RTW hingebracht worden. In der Notaufnahme  war der Teufel los. Trotzdem  waren ausnahmslos alle Schwestern und der Arzt liebevoll, freundlich , professionell , einfach traumhaft!  Vielen vielen Dank für die  wunderbare Betreuung und Behandlung.",1
137,6,Friederikenstift Hannover,vor 2 Jahren,5,"Ich fand alles perfekt.Sehr höffliche Personal,ich wurde schnell angenommen und alles wurde sehr deutlich erklärt und wurde sehr aufmerksam behandelt.Bin sehr zufireden und würde da immer in einem Notfall kommen.Ich bedanke mich beim Personal.",1
138,6,Friederikenstift Hannover,vor 2 Jahren,5,"Station 5 west. Dr Gade hat mich hervorragend operiert. Pflegepersonal sehr freundlich und hilfsbereit. Schwester Heidi fuhrt ein strenges Regiment, ist jedoch auch sehr nett. Ärzte erklären viel, nehmen sich zeit. Essen ist phantastisch. Noch nie so gutes essEs im kKrankenhau bekommen. Sehr zu empfehlen.",0
139,6,Friederikenstift Hannover,vor 2 Jahren,1,"Vom MRT zur Notaufnahme. Nach 3 Stunden Wartezeit kommt die Ärztin...
Alles schön, alles gut...

Leider verschwindet sie mit den Worten ""das kläre ich eben kurz ab"" (klären ob heute oder morgen auf der Station ein Bett frei ist!) und verschwindet für über eine Stunde.
Eine Nachfrage beim Personal wird patzig mit ""hier ist Notaufnahme. Dauert 6 Stunden minimum bis ein Arzt kommt"" abgebügelt.

Echt mies.",0
140,6,Friederikenstift Hannover,vor 2 Jahren,5,"Ich hatte 2004 mit 6 Jahren einen Schweren Unfall wodurch mein Bein sehr stark beschädigt wurde, ich habe Dr. Kopp zu verdanken das ich Aufgrund vieler schwerer Operationen wodurch mehrmals Weichteile und Haut Transplantiert wurde (damals in der Universitätsklinik Erlangen)mein Bein behalten durfte.
2016 wurden weiterführende Operationen von Dr. Kopp in Hannover durchgeführt, mir wurde eine Arterie vom gesunden in das Unfallbein, sowie ein Hautlappen vom Arm in das Unfallbein verpflanzt, ich fühlte mich immer sehr sicher und mir wurde dadurch auch sehr geholfen.

Ich kann Dr. Kopp nur empfehlen,  sein Fachwissen, Ausführungen sowie die Beratung und die Betreuung danach war sehr Lobenswert.",0
141,6,Friederikenstift Hannover,vor einem Jahr,5,Wie es in den Wald hineinschallt ...!,0
142,6,Friederikenstift Hannover,vor 2 Jahren,1,"Ganz bittere Nummer , unfallchirurgie , bin umgeknickt , weiße darauf hin das es gezogen und sich wie ein brennendes reißen angefühlt hat. Weise auf die starke schwellung hin. Es wird delitantisch abgetastet,  kein stabilitätstest obwohl man drum bat, kein Verband , kein Schmerzmittel nichts"" is nur ne Verstauchung"", Termin beim Hausarzt gemacht nachdem mein Knöchel sich blau und grün verfärbte..... doppelter Bänderriss ( aussen ) , innenbandanriss,  Wadenmuskel und strecksehen überdehnung bzw zerrung, starke Prellung des knöchelgelenks.  Also ganz herbe enttäuscht vom frederikenstift. .... wie konnte man so viel übersehen ????? Und dann noch sagen is nix schlimmes .... Danke für nix",3
143,6,Friederikenstift Hannover,vor 2 Jahren,1,"Paliativ sehr schlecht.Mein Vater ist abgemagert bis auf die Knochen.Bekomnt angeblich kein essen weil die Klinik eine Patienten Verfügung hat von meinem Vater,nach mehrmaligem feagen gibt es aber kein Schriftstück was unterschrieben ist.Alle Familienmitglieder haben diskutiert bitte gebt Ihm essen über Infusion aber der Arzt hat sich geweigeet und auf eine Patienten Verfügung sich beruht;die es nicht gibt.Ich habe sogar Hausverbot bekomnen,weil ich gesagt habe,wo ich die Verfügung und ich möchte mit dem Oberarzt reden.Sollte er jetzt sterben dann nicht an Krebs sondern weil die Klinik ihn eine Woche verhungern lassen hat.IMan hat Ihn sigar eine Vollmacht auf Morphium unterschreiben lassen,was nicht rechtens ust.Jemand auf Morpium oder Beruhigungsmittel ist nicht geschäfts tüchtig;das weiss doch jeder.Habe mit der Polizei geredet die meinten wenn was passiert nennt es sich Tötung durch Unterlassen.Können erst eingreifen wenn er dadurch stirbt.Auch am Tel hat der junge Arzt den Höhrer mitten im Gespräch einfach weiter gegeben ohne mein Anliegen sich richtig anzuhören.Ich meinte mein Vaters Arzt hat Ihm eine Infusion mit gegeben,darauf er,ich bin sein Arzt sonst keiner.Wir als Familie sind geschockt und traumatisiert .Bei der Polizei gibt es auch eine Aktennumner und es wird gerade überprüft ob eine ermitzkung statt finden wird.IWir wollten das mein Vater in die MHH kommt,darauf hat man uns gesagt ,das müssen sie selber organisieren ubd zahlen.Das ist die schrecklichste Klinik die ich je erlebt habe.Ich hatte heute Nacht ein komusches Gefühl und hsbe in der Klinik angerufen.Man hat mir gesagt mein Vater ist gestürzt.Um mein Vater wurde ein gitter ums Bett gemacht,er wollte auf Toilette  und ist gestürzt.Hat sich dabei auch die Kanüle raus gezogen.Es ist kein Arzt hin um ihn zu checken.Erst wo die Polizei da angerufen hat,ist ein Arzt sofort hin.Hötte ich nicht angerufen,weiss ich nicht ob man ihn überhaupt gecheckt hätte.Der Oberarzt mit dem ich um 3 Telefoniert habe,hat mur auch kurz geantwortet und einfach aufgelegt.Es gibt noch einiges was ich schreiben könnte.Das alles ist mit nichts zu entschuldigen.Msn sollte die Ärzte da austauschen;das ist nicht mehr normal alles.",5
144,6,Friederikenstift Hannover,vor 2 Jahren,5,Da sind  alle sehr Freundlich und nett.,1
145,6,Friederikenstift Hannover,vor einem Jahr,1,"Notaufnahme sehr schwach besetzt, bin seit 11 Uhr da und jetzt ist es 13.30 und hab grade mal die Anmeldung hinter mir ohne das mir geholfen wurde..",2
146,6,Friederikenstift Hannover,vor 2 Jahren,4,"Bin nach einem Fahrradunfall in die Notaufnahme gegangen, leider kamen ständig wichtigere Notfälle dran, was die Wartezeit auf ca 7h ausdehnte, hinzukommt, dass ich mich mit einer Kniescheibenfraktur von Behandlungsraum zu den verschiedenen Untersuchungsräumen quälen musste, bis ein junger Assistenzarzt mich auf eine Liege verfrachtet hat.

Nichtsdestotrotz war die Behandlung dieses Arztes sehr gut. Er war sehr nett, genau wie die Schwestern und ich hab mich sehr gut aufgehoben gefühlt.",0
147,6,Friederikenstift Hannover,vor einem Jahr,5,Nett und zuvorkommend,0
148,6,Friederikenstift Hannover,vor einem Jahr,1,"Zwingen einen zu Stillen,stellen etwas fest und darüber gibt es keinen Bericht.
Eckelhaft!",1
149,6,Friederikenstift Hannover,vor 3 Jahren,3,Die Ärzte haben gut gehandelt und mir deutlich erklärt was Sache ist. Aber unglaublich lange Wartezeiten in der Notaufnahme.,1
150,6,Friederikenstift Hannover,vor 3 Jahren,5,"1. Besuch in der Sprechstunde hat deutlich Überzeugt. Pünktlich, freundlich, kompetentes Personal. Alles weitere wird sich zeigen - und in der Bewertung ergänzt.",1
151,6,Friederikenstift Hannover,vor 2 Jahren,5,"War dort zweimal in der Notaufnahme. Ich musste beide Male nicht lange warten und wurde umfangreich untersucht und kompetent behandelt. Auch wenn ich die Aufenthalte dort mit schmerzen verbinde, so erinnere ich mich gern an das offene und durchweg sympathische Personal. Ich wurde beim zweiten mal sogar von nem FSJler verarztet, der auf mich den Eindruck machte, dass er bereits seit Jahren dort festangestellt ist. Die komplexen Aufgaben wurden natürlich vom Arzt ubernommen. Ich bin sehr dankbar für die Dienste der Angestellten.",1
152,6,Friederikenstift Hannover,vor 3 Jahren,5,"Es ist so gut Krankenhaus, alle Leute dort freundlich. Ich habe mein erstes und zweites Baby dort geboren. Das meiste, was ich in diesem Krankenhaus liebte war dass nur Frauen in der Entbindungsstation arbeiten.",2
153,6,Friederikenstift Hannover,vor 2 Jahren,1,"Absoluter Drecksladen. Betriebsversammlung  wichtiger als Patienten.
Schließen diesen Sauhaufen!!",3
154,6,Friederikenstift Hannover,vor 2 Jahren,5,"Meinem Bruder wurde dort das Leben gerettet. Beispiellose Professionalität, ausgezeichnete Hilfestellung für Angehörige.",0
155,6,Friederikenstift Hannover,vor 2 Jahren,2,"Leider hält man dort von den neuen Datenschutzregelungen nichts! Ich wurde dort operiert und im OP-Bereich hingen die Daten der vor mir operierten Patienten. Mit vollem Namen, Geburtsdaten und Vorerkrankungen, Infektionen usw. In meinen Augen ein absoluter  Datenschutzverstoß. Ich weiß zwei Namen nebst Geburtsdaten immer noch.Desweiteren lässt man muslimische Großfamilien mit in den OP Bereich. Als ich hinein gefahren wurde, umringten mich 5 Frauen mit Kopftücher die ihre operierte Mutter begleiteten. unmöglich. Nachdem ich 14 Stunden hungern und dursten musste, bekam ich von einem muslimischen Assistenzarzt den Spruch "" ich solle mich nicht so anstellen, er dürfte auch nichts essen, er hat Ramadan!"" Anderer Assistenzarzt altersschwach und debil. Hat sogar die zu operierende Seite verwechselt. Alles in Allem eine Unmöglichkeit. Das Pflegepersonal auf der Station ist sehr freundlich und hilfsbereit. Diese muss man loben.",3
156,6,Friederikenstift Hannover,vor 2 Jahren,4,Ein Krankenhaus mit einer günstigen Lage Parkmöglichkeiten nur bedingt,1
157,6,Friederikenstift Hannover,vor 3 Jahren,1,"Ich habe vor 7 Wochen per Kaiserschnitt im Friederikenstift entbunden und es war eine Katastrophe. Nicht nur wurde der Eingriff von 6:30 auf 12:30 verschoben, was an sich kein Problem gewesen wäre, nur wurde dies nicht kommuniziert. Auf einmal ging es dann los, nachdem man fast 6 Stunden gewartet hatte.
Die Schwestern waren bis auf wenige Ausnahmen alle sehr freundlich, aber einer Mutter, einem Tag nach ihrem Kaiserschnitt in der Nacht die Hilfe beim Wickeln zu verweigern, mit den Worten: ""Oh Sie stehen ja schon, dann können Sie auch selbst wickeln."",  obwohl diese sich wegen ihrer Schmerzen kaum auf den Beinen halten konnte, ist wohl nicht gerade das, was man in so einer Situation gebrauchen kann.
Jetzt 7 Wochen später ist meiner Frauenärztin zudem aufgefallen, dass die Ärzte ein Stück Plazenta nicht herausbekommen haben. Das ist mehr als ärgerlich!! Wird denn normalerweise nicht kontrolliert ob die Plazenta vollständig ist? Ich würde niemals wieder im Friederikenstift entbinden und auch keiner anderen Mutter dazu raten, denn auch die Zimmer sind alt und wir mussten uns zu viert (4 Frauen im Wochenbett wohlgemerkt) eine Toilette teilen... Wie ekelig das war, kann man sich wohl vorstellen.
Zudem wurde am Tag direkt nach dem Kaiserschnitt vergessen Wunde etc. zu kontrollieren und am zweiten Tag kam die Ärztin erst gegen 16:00 und war dann ganz erstaunt zu hören, dass am Tag zuvor niemand untersucht hatte.
Also alles in allem eine wirklich nicht so schöne Geburtserfahrung, die ich jeder Frau ersparen wollen würde.",6
158,6,Friederikenstift Hannover,vor 2 Jahren,1,"Ein so schlechtes Krankenhaus habe ich selten erlebt. Meine 82 jährige Mutter kommt mit 2 gebr. Wirbeln, unter extremen Schmerzen, gegen 15:00 in die Notaufnahme und wird um 23:00, nach CT etc, auf Station verlegt. Dort bekommt sie über Tage irgendwelche Schmerzmittel die viel zu langsam anschlagen (heutzutage muss kein Mensch im Krhs Schmerzen erleiden).  Nach Tagen wird ihr von den Schmerzmitteln, die langsam wirken, extrem übel. Sie kann keine Nahrung mehr aufnehmen, muss sich übergeben, bekommt deshalb wohl eine Infusion, da Flüssigkeit fehlt. Allerdings steht die Infusion, die morgens angeschlossen werden sollte, leider mittags immer noch da. Bei der Visite stöhnt meine Mutter vor Schmerzen und der Arzt fragt sie:"" Is was?"" Als Nachts gegen 02:00 ein Arzt zur Blutabnahme einer Zimmerpatientin kommt, fragt meine Mutter, ob er kurz Zeit für sie hätte. Die Antwort: Nein, ich muss zur Notaufnahme."" Und weg...
In dem Cafe des Hauses arbeiten sehr nette, sehr freundliche  Menschen!!
Dort unten steht etwas über "" Barmherzigkeit"". Davon sollten sich einige Mitarbeiter eine Scheibe abschneiden, denn das scheint schon lange auf der Strecke geblieben zu sein.",9
159,6,Friederikenstift Hannover,vor 3 Jahren,1,"Vater in der Notaufnahme vormittags rein, dran gekommen, als ich späten Nachmittag erschienen bin und Druck machte.
10 Tage mit Bruch gelegen, weil der Blutverdünner erst abgesetzt sein müsste. In Exkrementen wartend, nach mehreren Stunden klingeln. Unter Zeugen. Mehr als 4 Tage Kampf am Telefon, Zwiegespräche und eine starke Vereiterung der Blase, mit Betteln und Flehen erst richtig behandelt. Medikamente vergessen.

Demenz kranke Personen wurden vor unseren Augen angeschrien. Mein Vater auch. Hatten meine Mutter nicht gesehen. Unser Betreuerschein und der Schwerbehindertenausweis haben nicht interessiert. Und noch vieles mehr!

In den Rechtsabteilungen der Krankenkassen, beim Gesundheitsamt anzeigen und der Beschwerdestelle vor Ort melden. Sonst ändert sich nie etwas.",8
160,6,Friederikenstift Hannover,vor 3 Jahren,3,"Pfleger nett, Ärzte kompetent und nett aber die Wartezeit egal wo ist katastrophal. Notaufnahme 4,5 h, Verlegung von Intensivstation auf eine andere Station 3 h, warten nach Genesung auf entlassungspapiere 4 h",2
161,6,Friederikenstift Hannover,vor 2 Jahren,2,"War insgesamt etwas über zwei Wochen auf Station.  Das Pflegepersonal empfand ich als sehr gut! Hilfsbereit und für einen da. Die Ärzte.. naja ich und auch andere Patienten bekamen beinahe täglich andere und wiedersprüchliche Infos. Ich werde nicht noch einmal in dieses Krankenhaus gehen!

Update 29.5.18
Nun hat sich noch heraus gestellt das die Ärzte behaupten ich hätte die bei mir angewendete Therapie abgebrochen, was nicht der Fall ist! Die Ärzte haben die Therapie abgebrochen und gesagt ich könne nach Hause gehen! In einigen Gesprächen hat sich herausgestellt das sie keine lust auf den bürokratischen Kram haben.Und es angeblich aus Versicherungs technischen Gründen nicht möglich sei die Therapie zu Hause weiter zu führen! Was aber nicht der Fall ist(Was ich von mehreren Personen erfahren habe)! Also Obacht an die, die in das Friederikenstift gehen!",5
162,6,Friederikenstift Hannover,vor 2 Jahren,4,"Ich war hier zur Notaufnahme März 2018. Das wichtigste für mich, nämlich die fachliche, professionelle Behandlung meines kompliziert gebrochenen Fußgelenks, haben die Ärzte hervorragend hinbekommen. Ich hatte auch keine Probleme mit Wartezeit. Einige Sachen waren etwas gewöhnungsbedürftig: die Schwestern sollte man unbedingt in Sozialkompetenz ausbilden. Bei vielen jungen Schwestern kommt man sich vor wie eine Nummer. Generell sieht man hier jedoch die Folgen unserer Gedundheitspolitik: Einsparungen führen zu Stress, durch Überlastung bleiben menschliche Gesten auf der Strecke. Eine freundliche Begrüßung oder Verabschiedung würde allen besser tun.",2
163,6,Friederikenstift Hannover,vor 2 Jahren,1,"Unfreundlich, unmotiviert, Respektlos! Sowas unverschämtes und arrogantes wie die Ärzte der Notfallaufnahme habe ich selten erlebt!",2
164,6,Friederikenstift Hannover,vor 2 Jahren,1,"9 Stunden in der Notaufnahme! Habe ne schiene bekommen am Handgelenk, und jetzt noch mehr Schmerzen Finger dick weil die schiene mit Verband falsch gemacht wurde!       Danke für nix",3
165,6,Friederikenstift Hannover,vor 6 Jahren,5,"Das erste mal im Oktober 2013 Neurologie und nun im April 2014 der zweite Aufenthalt (wieder in der Neurologie). Ich fühle mich dort sehr gut aufgehoben und alles passt, auch das Essen. Da muss man echt nicht meckern. Man muss sich halt nur bewusst machen, man ist im Krankenhaus und nicht auf einer Wellness Tour. Danke ihr lieben Bluträuber ( mal zum Pflegepersonal schiel) ihr macht eine grandiose Arbeit. Genauso wie die Stationsärzte/Oberärzte und die Putz Feen die es sicherlich auch nicht immer einfach haben. Auf bald, denn ich komme wieder...",0
166,6,Friederikenstift Hannover,vor 2 Jahren,1,"Am Morgen des 11.8. teilte uns der diensthabende Arzt das Versterben unserer Mutter und Schwiegermutter mit.
Das wir daraufhin in eine emotionale Extremsituation gerieten, ist verständlich.
Am gleichen Tag nachmittags holten wir ihre Habseligkeiten von der Station 2 West ab.

Als wir das Stationszimmer gegen 14:20 Uhr erreichten, grüßten, und der anwesenden Schwester mitteilten, daß wir in der Angelegenheit der verstorbenen Frau X da seien, schaute diese nur gelangweilt auf, rief eine weitere Schwester und widmete sich wieder ihrer Arbeit am Computer zu.

Die zweite Schwester ging in ein Abstellraum und übergab uns wortkarg eine Tüte.
Auf meine Nachfrage, ob wir denn einen Seelsorger sprechen könnten oder sogar unsere Mutter/Schwiegermutter noch einmal sehen könnten, entgegnete diese nur, daß sie das nicht wüßte, denn es sei ja Wochenende und es sei wohl niemand da und das wir an der Information nachfragen sollten.

KEINE Begrüßung, KEIN Wort des Beileids, KEIN bißchen Einfühlungsvermögen gegenüber meiner weinenden Frau, schlichtweg eine eiskalte Abfertigung eines Todesfalles!

Mich macht ein derart respekt- und pietätloses Verhalten gegenüber Angehörigen einer erst kürzlich verstorbenen Person schlichtweg wortlos.

Es ist also offensichtlich für die Diakovere wichtig, doch bitte nicht von Freitagnachmittags bis Sonntagsabends zu versterben, da dann niemand da ist, der sich um trauernde Angehörige kümmern könnte.

Wenn ich daran denke, daß es sich bei dieser Firma um eine kirchlich beteiligte Institution handelt, packt mich schlichtweg die Wut.

Das ich aufgrund dieses Vorfalles aus der evangelischen Kirche austreten werde, ist so sicher, wie das geheuchelte Amen in der Kirche!",8
167,6,Friederikenstift Hannover,vor 2 Jahren,4,Gute Behandelung nettes Personal,1
168,6,Friederikenstift Hannover,vor 2 Jahren,1,Ich war einer der ersten in der Notaufnahme und ging erst nach 21 Uhr nach Hause. Das Personal ist in­kom­pe­tent und am Empfang sehr unfreundlich.,2
169,6,Friederikenstift Hannover,vor 3 Jahren,1,"Es ist eins der schlechtesten Krankenhäuser die ich je in meinem Leben gesehen habe.
Freundliche Mitarbeiter, sind aber alle vergesslich.
Mir wurde heute die Infusionsnadel vergessen abzunehmen, sodass ich es selber zuhause tuen musste.
Die wollten mir schmerzmitteln bringen, haben sie natürlich auch vergessen
Bin 8 std da gewesen,weil ich einen Autounfall hatte und nur am warten gewesen.
Die wollten nur Röntgenbilder machen.
Sehr schlecht",7
170,6,Friederikenstift Hannover,vor 4 Jahren,2,"War nur hier nur als Besucher. Mir fehlten die Worte, als ich den Haupteingang betrat. UNGLAUBLICH, was sich hier abspielte.
Drei Bett Zimmer sind heutzutage auch nicht mehr up to date!!",5
171,6,Friederikenstift Hannover,vor 4 Jahren,5,Man wird sehr herzlich empfangen und behandelt.  Toll und weiter so!,0
172,6,Friederikenstift Hannover,vor 4 Jahren,1,"Man wird um eins am Schlafen verlegt,ohne gefragt zu werden.Morgens steht man verwirtt in einem fremden Zimmer auf,das steht aber auch nirgendwo dokumentiert,keine findet pat' wieder,bei der Entlassung man wird gesagt alles okay ""du brauchst nicht bezahlen,nach zwei Wochen kriegst du Mahnung wegen unbzahlter Rechnung.😩💔💔",6
173,6,Friederikenstift Hannover,vor 3 Jahren,4,"Habe mich sehr sehr wohl gefühlt. Ich hatte viel angst aber man hat das ernst genommen und es mir so angenehm wie möglich gemacht. Großes Dankeschön an das op Team, den Oberarzt, die Anästhesistin und das nachsorge Schwestern team. Freundlich, professionell, umsorgend. Man bekommt direkt Schmerzmittel wenn was schmerzt, und das ambulante team ist gut besetzt, es gibt immer wen der sich sorgt. Danke danke danke!",1
174,6,Friederikenstift Hannover,vor 3 Jahren,1,"Einfach nur schlecht !!!
3 mal selbe Op
Und immer wieder Fehler gemacht
Niemals wieder dahin !!!",8
175,6,Friederikenstift Hannover,vor 3 Jahren,5,"Top Krankenhaus! Ich habe mich noch nie so wohl gefühlt wie hier.
Ich war auf Stadion E Nord und alles war zum Wohle des Patienten. Also wer es leiter erleben muss ,dass er ein Arbeitsunfall mit Knochen bruch egal welcher Art ist hier genau richtig. Ich habe eine Knie Protese bekommen und kann schon nach 14 Tagen teils ohne Gehilfen laufen. Das sagt doch alles. 😎👍👍👍
Ps. Ich kann nicht verstehen,dass mann hier eine schlechte Kritik schreiben muss wie einige Personen hier nur weil sie mal warten mussten. Das Personal sind auch nur Menschen.",2
176,6,Friederikenstift Hannover,vor 6 Jahren,4,Hallo. Bin jetzt zum 4. mal in der BG-Abteilung vom Friederickenstift gewesen. Ärzte und Schwestern/Pfleger ok. Essen? Ist halt Grossküche.,0
177,6,Friederikenstift Hannover,vor 3 Jahren,3,"Hier wurde mein Pneumothorax festgestellt un behandelt. Die junge Ärztin hatte lange rumgerätselt was ich hatte, bis sie es entdeckte.  Dieser ganze Vorgang dauerte aber etwas. Eingeliefert wurde ich per Krankenwagen gegen 15 Uhr. Bis ich dann stationär aufgenommen wurde  und auf mein Zimmer kam war es 21 Uhr.
Die Zimmer sind leider nicht ganz modern. Ich war in einen 4 Bett Zimmer. Etwas unwohl fühlte ich mich schon. Ich war zusammen mit einem Obdachlosen, einem HIV Infizierten Drogensüchtigen und einem Scheintoten auf dem Zimmer.
Die Krankenschwestern kamen etwas schroff rüber.",3
178,6,Friederikenstift Hannover,vor 3 Jahren,1,"Dieses Krankenhaus ist die reinste Katastrophe-Bereich Urologie!
Die Ärzte,wenn es überhaupt Ärzte sind,sind nicht in der Lage,dem Patienten eine vernünftige und plausible Antwort zu geben.Stattdessen wird man im gebrochenem Deutsch blöd von der Seite angemacht.

Am Tag (Montag)des Narkosegesprächs bekommt man gesagt,dass der Termin am 13.04,den ich 3 Wochen zuvor bekommen habe,abgesagt werden muss.
Begründung war,dachte zuerst es handle sich um einen Aprilscherz...das Gerät zur Steinsarnierung sei in Hildesheim zur Desinfektion.Dies würde 3 Tage dauern....
Anmerkung:Bis zur OP wären es noch
4 Tage gewesen,sodass das Gerät eigentlich wieder im Haus hätte sein müssen.
Auf die Frage,wann ich denn nun operiert werden könne,stammelte die etwas überforderte Sekretärin,es könne auch Ende April werden,da alles mit Terminen voll sei!!
Es ist eine absolute Frechheit,wie dort mit Patienten umgegangen wird!Auf den versprochenen Rückruf warte ich bis heute immer noch...in diese Irrenanstalt setze ich keinen Fuss mehr!",10
179,6,Friederikenstift Hannover,vor einem Jahr,5,Sehr nettes Personal,1
180,6,Friederikenstift Hannover,vor 4 Jahren,1,Personal bedinung ist oke essen fergessen artzten zind oke scvesterin istzind zer net aber vor dem eingang rauchen pastnicht,3
181,6,Friederikenstift Hannover,vor 4 Jahren,5,"Liebe Leserinnen, liebe Leser.
Meine Erfahrung beruht auf einen Besuch in der  Unfallchirurgie Abteilung Nord in der Humboldstr.. Mein Wahl zu diesem Haus erfolgte auf Empfehlung. Grundsätzlich ist die Freundlichkeit quer durch alle Bereiche sehr positiv zu erwähnen. Obwohl die Belegung an der Auslastungsgrenze war, nahmen sich alle Beteiligten ausreichend Zeit für Pflege, Beratung und Hilfestellung. Das Gebäude ist modern und äußerst gepflegt. Die Zweibettzimmer sind komfortabel, sehr reinlich und mit TV, Minikühlschrank, Schließfach und separatem Bad mit Dusche ausgestattet. Gegen eine Zuzahlung von knapp neunzig Euro ist bei Verfügbarkeit eine Einzelbelegung möglich.  Mein Operateur, der Chef des Hauses, Herr Prof. Dr. Lill, ist ein äußerst freundlicher und disziplinierter Profi, welchem international ein hervorragender Ruf voraus geht. Diesen kann ich nur bestätigen. Aus heutiger Sicht ist der Eingriff ( Dislozierte distale Radiusfraktur ) ein voller Erfolg. Nach nicht einmal 48 Stunden konnte ich auf eigenen Wunsch wieder nach Hause. Die Nachbehandlung kann sowohl hier als auch bei ""meinem"" Othopäden Herrn Dr. Schulz erfolgen.
Ein großes Dankeschön an geht an alle Beteiligten : Annahme, Sekretariat, Schwestern, Krankenhelfer, Anästhesie, Stationsarzt, Putzpersonal und Herrn Prof. Dr. Lill.
Dieses Klinikum ist eine besondere Bereicherung für Hannover.",3
182,6,Friederikenstift Hannover,vor 2 Jahren,1,"Sehr unfreundlich
Und ganz erlich kein Fachwissen
Alles auf gut Glück launisch die ganze Truppe",1
183,6,Friederikenstift Hannover,vor 3 Jahren,1,"War zunächst die zweite Patientin in der Notaufnahme, die erste Person kam nach ca 5 min dran und nun sitze ich seit 6 Stunden hier alleine und warte darauf, dass ich dran komme und hane sehr starke Schmerzen was die Schwestern nicht interessiert",5
184,6,Friederikenstift Hannover,vor 5 Jahren,3,Wartezeiten sind unendlich ansonsten alles super dort,0
185,6,Friederikenstift Hannover,vor 2 Jahren,3,"Mit Prof. Thon ein sehr rennomierter Arzt in der Urologie.
Missfallen erregt die (nicht vorhandene, oder sehr versteckte) Willkommenskultur gegenüber dem Patienten.

Patienten sind nicht nur der Fall XY, sondern hier sollte das Pflegepersonal nachgeschult werden. Die Bewertung gilt ausdrücklich nicht für Prof. Thon. /ABER für die restliche Struktur des Hauses.Die restliche Urologie m.E. Katastrophe. Gleiches gilt für Unfallchirugie! Frage mich was die für die positive FOCUS Bewertung gezahlt haben.",2
186,6,Friederikenstift Hannover,vor 2 Jahren,1,Man muss mindestens 5 bis 8 Stunden  in  WarteZimmer bei Notfall bleiben.,2
187,6,Friederikenstift Hannover,vor 2 Jahren,1,Kreißsaal und Entbindungsstation nicht zu empfehlen,1
188,6,Friederikenstift Hannover,vor 3 Jahren,1,"Parken ist zu teuer, Empfang sehr unfreundlich, Ausschilderung fehlerhaft. Nicht zu empfehlen.",2
189,6,Friederikenstift Hannover,vor einem Jahr,5,Danke.,0
190,6,Friederikenstift Hannover,vor einem Jahr,1,Nicht zu empfehlen!!!!,1
191,6,Friederikenstift Hannover,vor 3 Jahren,1,Nicht gut,3
192,6,Friederikenstift Hannover,vor 5 Jahren,1,"Einfach, nichts...",3
193,6,Friederikenstift Hannover,vor 4 Jahren,5,Sehr schön und alle sind nett,0
194,6,Friederikenstift Hannover,vor 4 Jahren,2,Neurologie ist einfach nur schlecht.,3
195,6,Friederikenstift Hannover,vor 4 Jahren,1,Schlecht,5
196,6,Friederikenstift Hannover,vor 4 Jahren,5,Sehr gutes Krankenhaus,1
197,6,Friederikenstift Hannover,vor 4 Jahren,5,Alles Super,0
198,6,Friederikenstift Hannover,vor 6 Jahren,4,"Fachlich gutes, und freundliches Personal!!!",0
